Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Delay_Group
-0.08049912975775676,5,-0.10033220080957819,-0.47594445572023913,-0.12748118714282228,-0.13858938518252584,-0.14342991324555177,1,-1.0802403385797055,393,4.0,2,632.46,1.390007599249134,101,1,-0.1715872522990132,37419,2,34623,0
-0.08049912975775676,5,-0.10033220080957819,-0.47594445572023913,-0.12748118714282228,-0.13858938518252584,-0.14342991324555177,-100,-1.0802403385797055,414,4.0,1,632.46,0.7835385933348893,110,1,-0.1715872522990132,21764,1,36749,0
-0.08049912975775676,5,-0.10033220080957819,-0.47594445572023913,-0.12748118714282228,-0.13858938518252584,-0.14342991324555177,1,-1.0802403385797055,393,4.0,2,632.46,0.8900745294434208,111,1,-0.1715872522990132,14308,5,24652,0
-0.08049912975775676,5,-0.00996458949644459,-0.47594445572023913,-0.12748118714282228,-0.13858938518252584,-0.14342991324555177,1,-1.0129467134451666,393,7.0,2,632.46,0.646212926292813,114,1,-0.1715872522990132,18077,6,19003,0
-0.12905070504642788,2,-0.09673901098995118,-0.3943788739754658,-0.0845242679545811,-0.13858938518252584,-0.14121555370662375,0,-1.0802403385797055,73,4.0,1,943.86,0.4798612719909765,296,2,-0.17349701128787856,34201,2,37973,0
-0.12905070504642788,2,-0.09673901098995118,-0.3943788739754658,-0.0845242679545811,-0.13858938518252584,-0.14121555370662375,0,-1.0802403385797055,108,5.0,1,943.86,-0.12283727981829691,297,2,-0.17349701128787856,2920,2,34351,0
-0.12905070504642788,2,-0.09673901098995118,-0.3943788739754658,-0.0845242679545811,-0.13858938518252584,-0.14121555370662375,-100,-1.0802403385797055,73,5.0,1,943.86,0.8118100005498,-1,2,-0.17349701128787856,29633,2,38628,0
-0.12905070504642788,2,-0.09673901098995118,-0.3943788739754658,-0.0845242679545811,-0.13858938518252584,-0.14121555370662375,0,-1.0802403385797055,108,5.0,1,943.86,-0.5314060306512601,299,2,-0.17349701128787856,13127,6,31998,0
-0.11580936633133576,7,-0.06834987344066969,0.6675850621007132,-0.1102984194675258,-0.13858938518252584,-0.13457247508983963,0,-0.8783594631760886,403,4.0,2,548.2,1.146813344524508,311,1,-0.17349701128787856,33135,1,46711,0
-0.1143381064741033,7,-0.06834987344066969,0.6675850621007132,-0.1102984194675258,-0.13858938518252584,-0.13457247508983963,0,-0.8110658380415496,-1,4.0,2,548.2,1.164644876489692,312,1,-0.17349701128787856,10634,3,45115,0
-0.05843023189926989,7,-0.06834987344066969,0.6675850621007132,-0.1102984194675258,-0.13858938518252584,-0.13457247508983963,0,-0.8783594631760886,-1,4.0,1,548.2,-0.19343822238534633,313,1,-0.17349701128787856,1289,1,45826,0
-0.1143381064741033,7,-0.06834987344066969,0.6675850621007132,-0.1102984194675258,-0.13858938518252584,-0.13457247508983963,0,-0.8783594631760886,403,1552.0,2,548.2,-0.612704966859603,304,1,-0.17349701128787856,6131,1,45320,0
-0.11139558675963838,7,-0.02590388280950005,2.185139016652669,-0.14466395481811872,-0.16952196110427467,-0.13457247508983963,2,-1.4167084642524004,-1,4.0,2,352.16,-0.7595733909914221,-1,1,-0.12788508385358205,23740,2,48605,0
-0.11139558675963838,7,-0.02590388280950005,2.185139016652669,-0.14466395481811872,-0.16952196110427467,-0.13457247508983963,2,-1.4167084642524004,249,4.0,2,352.16,-0.2455864045997396,296,1,-0.12788508385358205,44747,4,16982,0
-0.11139558675963838,7,-0.02590388280950005,2.185139016652669,-0.14466395481811872,-0.16952196110427467,-0.13457247508983963,2,-1.4167084642524004,8,4.0,2,352.16,-1.2167477496837418,297,0,-0.12788508385358205,3238,5,1381,0
-0.11139558675963838,7,-0.02590388280950005,-0.31546278637163605,-0.14466395481811872,-0.16952196110427467,-0.13457247508983963,2,-1.4167084642524004,6,4.0,2,352.16,0.4672785814187257,298,0,-0.12788508385358205,33063,5,45370,0
-0.11728062618856822,10,-0.09782361314240097,-0.47641045282545896,-0.07593288411693286,-0.12312309722165142,-0.11907195831734337,3,0.6021002897837685,65,9.0,1,1704.18,1.2137948148832456,79,2,-0.16529762499440576,23242,6,2498,2
-0.11728062618856822,10,-0.09782361314240097,-0.31546278637163605,-0.07593288411693286,-0.12312309722165142,-0.11907195831734337,3,0.6021002897837685,97,9.0,1,1704.18,1.192494806057206,80,2,-0.16529762499440576,2792,3,25352,2
-0.11580936633133576,10,-0.09782361314240097,-0.47641045282545896,-0.07593288411693286,-0.12312309722165142,-0.11907195831734337,3,0.5348066646492295,73,9.0,1,1704.18,0.693851429767755,81,0,-0.16529762499440576,31077,2,31641,2
-0.11580936633133576,10,-0.09782361314240097,-0.47641045282545896,-0.07593288411693286,-0.12312309722165142,-0.11907195831734337,3,0.6021002897837685,65,9.0,1,1704.18,0.4836039523380282,82,0,-0.16529762499440576,45369,2,25793,2
-0.12610818533196297,3,-0.03808995935133513,1.9733352003091895,-0.12748118714282228,-0.13858938518252584,-0.13678683462876767,3,-0.6764785877724717,35,8.0,2,1377.74,1.7977087395695994,170,0,-0.14710050646666753,16402,1,46735,0
-0.12610818533196297,3,-0.03808995935133513,1.9733352003091895,-0.12748118714282228,-0.13858938518252584,-0.13678683462876767,3,-0.6764785877724717,429,8.0,2,1377.74,-0.6077312130383408,171,1,-0.14710050646666753,43607,5,1183,0
-0.05843023189926989,3,-0.03808995935133513,-0.31546278637163605,-0.12748118714282228,-0.13858938518252584,-0.13678683462876767,3,-0.6764785877724717,414,8.0,2,1377.74,-0.6434664069801013,174,1,-0.14710050646666753,28325,4,42623,0
-0.12610818533196297,3,-0.03808995935133513,1.9733352003091895,-0.12748118714282228,-0.13858938518252584,-0.13678683462876767,3,-0.6764785877724717,22,8.0,1,1377.74,0.5322558966757082,175,1,-0.14710050646666753,-1,3,47361,0
-0.09521172833008135,6,-0.09982855125482275,-0.40388820678707055,-0.1360725709804705,-0.13085624120208864,-0.12571503693412747,2,-1.2148275888487834,6,5.0,2,421.43,1.6359664438493742,231,1,-0.16807373245469218,10821,0,28925,0
-0.09521172833008135,6,-0.09982855125482275,-0.40388820678707055,-0.1360725709804705,-0.13085624120208864,-0.12571503693412747,2,-1.2821212139833225,250,5.0,2,421.43,0.30835441962749,234,1,-0.16807373245469218,2048,2,30238,0
-0.09521172833008135,6,-0.09982855125482275,-0.40388820678707055,-0.1360725709804705,-0.13085624120208864,-0.12571503693412747,2,-1.0129467134451666,138,5.0,1,421.43,-1.2920229881204859,235,1,-0.16807373245469218,42825,2,32254,0
-0.09521172833008135,6,-0.09982855125482275,-0.31546278637163605,-0.1360725709804705,-0.13085624120208864,-0.12571503693412747,2,-1.3494148391178613,6,5.0,2,421.43,1.5715543770371312,236,1,-0.16807373245469218,16923,1,36619,0
-0.10109676775901118,13,-0.09806778602063794,-0.3621017298419028,-0.10170703562987757,-0.13858938518252584,-0.10800016062270318,3,-0.340010462099777,125,8.0,1,1328.93,-0.8414279549606265,124,2,-0.16593401833671642,20718,6,8794,1
-0.10109676775901118,15,-0.09806778602063794,-0.31546278637163605,-0.10170703562987757,-0.13858938518252584,-0.10800016062270318,3,-0.340010462099777,150,7.0,1,1328.93,0.8810151174837906,125,2,-0.16593401833671642,7510,6,30673,1
-0.10109676775901118,13,-0.09806778602063794,-0.3621017298419028,-0.10170703562987757,-0.13858938518252584,-0.10800016062270318,3,-0.6764785877724717,139,8.0,1,1328.93,0.5173847614414772,146,0,-0.16593401833671642,24216,6,3327,0
-0.10109676775901118,13,-0.09806778602063794,-0.3621017298419028,-0.10170703562987757,-0.13858938518252584,-0.10800016062270318,3,-0.340010462099777,139,8.0,1,1328.93,1.2349901980572233,-1,2,-0.16593401833671642,737,2,30269,1
-0.11286684661687084,4,-0.05746799265369267,1.100439640313149,-0.11888980330517403,-0.13085624120208864,-0.15007299186233589,2,-1.1475339637142445,138,3.0,2,950.36,0.7315276813998868,-1,1,-0.15777106200435922,39969,1,46192,0
-0.11286684661687084,4,-0.05746799265369267,1.100439640313149,-0.11888980330517403,-0.13085624120208864,-0.15007299186233589,2,-1.1475339637142445,138,3.0,1,950.36,-1.096688163487367,222,1,-0.15777106200435922,8252,2,45089,0
-0.11286684661687084,15,-0.05746799265369267,1.100439640313149,-0.11888980330517403,-0.13085624120208864,-0.0681416889219985,2,-1.4840020893869392,138,5.0,2,950.36,1.2862980855217157,223,0,-0.15777106200435922,-1,6,33492,0
-0.11286684661687084,4,-0.05746799265369267,-0.31546278637163605,-0.11888980330517403,-0.13085624120208864,-0.0681416889219985,2,-1.0802403385797055,138,5.0,2,950.36,1.6792008992907652,224,1,-0.15777106200435922,25747,3,38487,0
-0.10845306704517346,5,-0.08280031299445714,0.2536831026776762,-0.09311565179222933,-0.14632252916296304,-0.1212863178562714,3,-0.7437722129070107,414,7.0,1,179.22,0.23948988534688595,238,2,-0.15902534748782401,23919,4,17432,0
-0.10845306704517346,5,-0.08280031299445714,0.2536831026776762,-0.09311565179222933,-0.14632252916296304,-0.1212863178562714,3,-0.7437722129070107,9,7.0,1,179.22,0.34139259856412446,239,2,-0.15902534748782401,8472,5,38536,0
-0.10845306704517346,5,-0.08280031299445714,-0.31546278637163605,-0.09311565179222933,-0.14632252916296304,-0.1212863178562714,3,-0.7437722129070107,414,7.0,1,179.22,0.3545976710545737,240,2,-0.15902534748782401,19475,3,28377,0
-0.10845306704517346,5,-0.08280031299445714,-0.31546278637163605,-0.09311565179222933,-0.14632252916296304,-0.1212863178562714,3,-0.7437722129070107,9,7.0,1,179.22,-0.9473491958698614,241,2,-0.15902534748782401,20332,3,26517,0
-0.10403928747347609,8,-0.11659634756768104,-1.1849697768663345,-0.09311565179222933,-0.13858938518252584,-0.08142784615556671,7,0.19833853897653472,429,9.0,1,2602.69,1.215245641944035,396,2,-0.16924502666258165,-1,3,11865,1
-0.10403928747347609,15,-0.11659634756768104,-1.1849697768663345,-0.09311565179222933,-0.13858938518252584,-0.08142784615556671,7,0.13104491384199576,9,9.0,1,2602.69,-1.3510800235501208,397,2,-0.16924502666258165,25983,6,12309,1
-0.10256802761624363,15,-0.11659634756768104,-0.31546278637163605,-0.09311565179222933,-0.13858938518252584,-0.08142784615556671,7,0.13104491384199576,429,9.0,1,2602.69,0.68693342575287,398,2,-0.16924502666258165,29960,5,8716,1
-0.10256802761624363,8,-0.11659634756768104,-1.1849697768663345,-0.09311565179222933,-0.13858938518252584,-0.08142784615556671,7,0.13104491384199576,-1,9.0,1,2602.69,-0.5251163070854996,389,2,-0.16924502666258165,28512,6,11115,1
-0.10698180718794101,5,-0.1041367960708123,-0.5425453490812164,-0.07593288411693286,-0.12312309722165142,-0.1212863178562714,5,-0.6091849626379328,-1,5.0,1,758.44,-1.233462841203838,112,2,-0.16170852809257932,14057,1,28524,0
-0.10698180718794101,5,-0.1041367960708123,-0.5425453490812164,-0.07593288411693286,-0.12312309722165142,-0.1212863178562714,5,-0.340010462099777,65,7.0,1,758.44,1.2452536382014838,113,2,-0.16170852809257932,1308,5,21548,1
-0.10698180718794101,15,-0.1041367960708123,-0.5425453490812164,-0.07593288411693286,-0.12312309722165142,-0.1212863178562714,5,-0.340010462099777,50,7.0,1,758.44,0.6321989048573031,122,2,-0.16170852809257932,45449,1,28385,1
-0.10698180718794101,5,-0.1041367960708123,-0.5425453490812164,-0.07593288411693286,-0.12312309722165142,-0.1212863178562714,5,-0.340010462099777,73,7.0,1,758.44,1.2153234473337968,123,2,-0.16170852809257932,7849,5,14675,1
-0.11580936633133576,12,-0.0993677508559131,-0.3642888961461717,-0.09311565179222933,-0.13085624120208864,-0.0681416889219985,2,-0.8783594631760886,65,1.0,1,818.22,0.9616978432278318,106,2,-0.1682453129587648,17743,1,37390,0
-0.11580936633133576,12,-0.0993677508559131,-0.3642888961461717,-0.032975964928691696,-0.13085624120208864,-0.13678683462876767,2,-0.8783594631760886,-1,1.0,1,818.22,-1.0118580311006313,107,0,-0.1682453129587648,11546,4,27268,0
-0.11580936633133576,12,-0.0993677508559131,-0.3642888961461717,-0.09311565179222933,-0.13085624120208864,-0.13678683462876767,2,-0.8783594631760886,65,1.0,1,818.22,-0.8461585297728897,108,2,-0.1682453129587648,45449,2,31469,0
-0.11580936633133576,15,-0.0993677508559131,-0.3642888961461717,-0.09311565179222933,-0.13085624120208864,-0.13678683462876767,2,-0.8783594631760886,65,1.0,1,818.22,-0.908556246774081,109,2,-0.1682453129587648,42208,4,35187,0
-0.13052196490366033,0,-0.054948051032739614,1.2104849554987978,-0.09311565179222933,-0.12312309722165142,-0.11685759877841533,0,-0.6764785877724717,65,4.0,1,1296.64,1.3882510029259831,256,2,-0.17349701128787856,35487,5,33337,0
-0.13052196490366033,0,-0.054948051032739614,-0.31546278637163605,-0.09311565179222933,-0.12312309722165142,-0.11685759877841533,0,-0.340010462099777,22,4.0,1,1296.64,0.466004514643266,257,0,-0.17349701128787856,4958,1,48106,1
-0.13052196490366033,0,-0.054948051032739614,1.2104849554987978,-0.09311565179222933,-0.12312309722165142,-0.11685759877841533,0,-0.20542321183069903,-1,7.0,1,1296.64,1.01877637133988,278,2,-0.17349701128787856,31308,6,40953,1
-0.13052196490366033,0,-0.054948051032739614,1.2104849554987978,-0.09311565179222933,-0.12312309722165142,-0.11685759877841533,0,-0.340010462099777,414,4.0,1,1296.64,0.39790453455368907,279,2,-0.17349701128787856,26571,5,44140,1
-0.09374046847284888,13,-0.09915262486788959,-0.4294503098256962,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,6,-0.8110658380415496,29,10.0,1,1283.37,-0.6694285890157194,364,2,-0.14421910368062274,18691,6,7034,0
-0.09374046847284888,13,-0.09915262486788959,-0.4294503098256962,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,6,-0.6764785877724717,-1,10.0,1,1283.37,1.1760013128794093,367,2,-0.14421910368062274,12076,0,15893,0
-0.09374046847284888,15,-0.09915262486788959,-0.4294503098256962,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,6,-0.6764785877724717,429,10.0,1,1283.37,-0.6475342369155758,368,2,-0.14421910368062274,16423,6,11364,0
-0.09374046847284888,13,-0.09915262486788959,-0.4294503098256962,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,6,-0.6764785877724717,-1,10.0,1,1283.37,-1.7443184743290132,-1,2,-0.14421910368062274,33550,1,29469,0
-0.12316566561749805,15,-0.050699127851461516,1.1623484469889178,-0.09311565179222933,-0.13085624120208864,-0.12571503693412747,0,-0.20542321183069903,429,1.0,1,107.41,0.033484218997821474,232,2,-0.12788508385358205,-1,4,40829,1
-0.12169440576026559,11,-0.050699127851461516,1.1623484469889178,-0.09311565179222933,-0.13085624120208864,-0.12571503693412747,0,-0.20542321183069903,414,1.0,1,107.41,0.040126911522144856,233,0,-0.12788508385358205,37696,4,30545,1
-0.12169440576026559,11,-0.050699127851461516,1.1623484469889178,-0.09311565179222933,-0.13085624120208864,-0.12571503693412747,0,-0.20542321183069903,393,3.0,1,107.41,0.8122834858950514,242,2,-0.12788508385358205,10476,2,48413,1
-0.12169440576026559,11,-0.050699127851461516,-0.31546278637163605,-0.09311565179222933,-0.13085624120208864,-0.12571503693412747,0,-0.272716836965238,22,3.0,1,107.41,-0.14916594608356856,243,2,-0.12788508385358205,13920,1,47898,1
-0.1143381064741033,5,-0.10875672356055152,-0.8485600877259395,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,5,2.015266417609087,108,8.0,0,2430.21,0.43070654251080376,112,2,-0.1677298418288966,15201,6,3567,2
-0.1143381064741033,5,-0.10875672356055152,-0.8485600877259395,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,5,2.015266417609087,125,8.0,1,2430.21,-1.0960708302503974,-1,2,-0.1677298418288966,14311,6,4035,2
-0.1143381064741033,5,-0.10875672356055152,-0.8485600877259395,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,5,2.015266417609087,125,8.0,0,2430.21,0.9957182545196052,122,2,-0.1677298418288966,28868,5,25273,2
-0.1143381064741033,5,-0.10875672356055152,-0.8485600877259395,-0.09311565179222933,-0.12312309722165142,-0.11464323923948729,5,2.015266417609087,162,8.0,0,2430.21,1.3674807082537153,-1,2,-0.1677298418288966,40721,6,21012,2
-0.10109676775901118,11,-0.10859803448934205,-0.7415715554897334,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,0,0.8712747903219243,35,4.0,1,881.4,-1.297847761238521,-1,1,-0.17349701128787856,8980,6,23207,2
-0.09962550790177871,11,-0.10859803448934205,-0.7415715554897334,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,-100,0.6021002897837685,73,4.0,1,881.4,-0.9903708819588839,146,1,-0.17349701128787856,35512,3,30579,2
-0.09962550790177871,11,-0.10859803448934205,-0.7415715554897334,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,0,0.6021002897837685,65,4.0,1,881.4,0.80165896865878,147,1,-0.17349701128787856,15349,6,12889,2
-0.09962550790177871,11,-0.10859803448934205,-0.7415715554897334,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,0,0.7366875400528464,35,4.0,1,881.4,1.39045115351663,150,1,-0.17349701128787856,36223,2,29256,2
-0.09962550790177871,10,-0.11550054679241911,-0.9968359352594751,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,5,1.611504666801853,175,8.0,0,1672.43,0.4755961410648402,25,2,-0.16912404845601078,31752,0,18401,2
-0.09962550790177871,10,-0.11550054679241911,-0.9968359352594751,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,5,1.8133855422054699,151,8.0,0,1672.43,0.6663840848286082,16,2,-0.16912404845601078,435,5,8715,2
-0.09962550790177871,10,-0.11550054679241911,-0.9968359352594751,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,-100,1.8133855422054699,151,8.0,0,1672.43,-1.684203207496438,17,2,-0.16912404845601078,31058,5,18790,2
-0.09962550790177871,10,-0.11550054679241911,-0.9968359352594751,-0.0845242679545811,-0.13858938518252584,-0.11464323923948729,5,1.8133855422054699,151,8.0,0,1672.43,0.2829351256136106,26,2,-0.16912404845601078,36655,6,17465,2
-0.13199322476089279,5,-0.044085201987173146,1.64464551106184,-0.1102984194675258,-0.14632252916296304,-0.15007299186233589,0,-1.2148275888487834,393,1.0,2,76.23,-0.5107773350135791,321,1,-0.17349701128787856,25317,5,47198,0
-0.13199322476089279,5,-0.044085201987173146,1.64464551106184,-0.1102984194675258,-0.14632252916296304,-0.15007299186233589,0,-1.1475339637142445,380,1.0,2,76.23,1.7815847948813899,322,1,-0.17349701128787856,15844,1,48679,0
-0.13199322476089279,5,-0.044085201987173146,1.64464551106184,-0.1102984194675258,-0.14632252916296304,-0.15007299186233589,0,-1.0802403385797055,393,1.0,2,76.23,-0.9896622185970467,323,1,-0.17349701128787856,31264,5,44425,0
-0.13199322476089279,15,-0.044085201987173146,1.64464551106184,-0.1102984194675258,-0.14632252916296304,-0.15007299186233589,0,-1.0802403385797055,402,1.0,1,76.23,0.03482350638372929,324,1,-0.17349701128787856,23610,2,47306,0
-0.1143381064741033,7,-0.11371244330862165,-1.095922274306803,-0.10170703562987757,-0.13858938518252584,-0.13014375601198355,3,0.2656321641110737,125,11.0,1,569.8,0.26827205642402285,41,2,-0.17046517372542752,35629,6,14531,1
-0.1143381064741033,7,-0.11371244330862165,-1.095922274306803,-0.032975964928691696,-0.13858938518252584,-0.13014375601198355,-100,0.2656321641110737,125,11.0,1,569.8,1.3915015194022764,50,0,-0.17046517372542752,41074,6,10874,1
-0.1143381064741033,7,-0.11371244330862165,-1.095922274306803,-0.10170703562987757,-0.13858938518252584,-0.13014375601198355,3,0.2656321641110737,97,11.0,1,569.8,-0.9276635081798869,51,0,-0.17046517372542752,31897,6,16749,1
-0.1143381064741033,7,-0.11371244330862165,-1.095922274306803,-0.10170703562987757,-0.13858938518252584,-0.13014375601198355,3,0.2656321641110737,-1,11.0,1,569.8,-0.340175313801673,54,0,-0.17046517372542752,14082,2,15377,1
-0.11139558675963838,9,-0.08014418310189465,0.2381863703548498,-0.06734150027928464,-0.1153899532412142,-0.08364220569449475,8,1.8806791673400087,-1,17.0,0,3532.83,0.883602521499913,40,2,-0.15017886001037667,12151,3,28297,2
-0.10992432690240592,9,-0.08014418310189465,0.2381863703548498,-0.06734150027928464,-0.1153899532412142,-0.08364220569449475,8,1.476917416532775,162,17.0,1,3532.83,-1.1155823890119507,41,2,-0.15017886001037667,32026,6,25670,2
-0.10992432690240592,9,-0.08014418310189465,-0.31546278637163605,-0.06734150027928464,-0.1153899532412142,-0.08364220569449475,8,1.9479727924745478,151,17.0,0,3532.83,0.594730224949932,50,2,-0.15017886001037667,14222,2,24294,2
-0.10992432690240592,9,-0.08014418310189465,0.2381863703548498,-0.06734150027928464,-0.1153899532412142,-0.08364220569449475,8,1.8133855422054699,-1,17.0,0,3532.83,0.6467265738687213,51,2,-0.15017886001037667,22631,6,10328,2
-0.09079794875838397,5,-0.10765657351830576,-0.6836307003978979,-0.07593288411693286,-0.13085624120208864,-0.1212863178562714,3,0.06375128870745682,65,3.0,1,614.6,1.3069273847709346,118,1,-0.16858494236194269,30778,2,28150,1
-0.09079794875838397,5,-0.10765657351830576,-0.6836307003978979,-0.07593288411693286,-0.13085624120208864,-0.1212863178562714,3,0.06375128870745682,73,1905.0,1,614.6,0.4670809469536651,-1,1,-0.16858494236194269,45118,5,25554,1
-0.09079794875838397,5,-0.10765657351830576,-0.6836307003978979,-0.07593288411693286,-0.13085624120208864,-0.1212863178562714,3,0.06375128870745682,73,3.0,1,614.6,-1.1223779734918988,120,1,-0.16858494236194269,19742,6,3511,1
-0.0893266889011515,5,-0.10765657351830576,-0.6836307003978979,-0.07593288411693286,-0.13085624120208864,-0.1212863178562714,3,0.06375128870745682,65,5.0,1,614.6,0.5973997037434323,121,1,-0.16858494236194269,1417,6,25841,1
-0.11728062618856822,14,-0.09766921416447488,-0.4471483184302105,-0.06734150027928464,-0.1153899532412142,-0.09692836292806298,7,1.8806791673400087,429,13.0,1,2686.81,1.3049046464799678,68,2,-0.15196124851973675,11480,4,3361,2
-0.11728062618856822,14,-0.09766921416447488,-0.4471483184302105,-0.06734150027928464,-0.1153899532412142,-0.09692836292806298,7,2.2844409181472423,429,13.0,1,2686.81,-0.896954424689317,69,2,-0.15196124851973675,13851,6,3301,2
-0.11728062618856822,14,-0.09766921416447488,-0.4471483184302105,-0.06734150027928464,-0.1153899532412142,-0.09692836292806298,7,2.0825600427436255,22,13.0,1,2686.81,0.48805263040465907,70,2,-0.15196124851973675,31150,2,15710,2
-0.11728062618856822,14,-0.09766921416447488,-0.4471483184302105,-0.06734150027928464,-0.1153899532412142,-0.09692836292806298,7,2.0825600427436255,9,13.0,1,2686.81,-1.6041924751286745,71,2,-0.15196124851973675,35858,1,10920,2
-0.11286684661687084,15,-0.09117481177840381,-0.13395874852280656,-0.11888980330517403,-0.15405567314340027,-0.11242887970055924,1,-0.340010462099777,393,8.0,1,1233.1,1.7248833949419187,124,2,-0.16993981688071808,22661,4,18193,1
-0.11286684661687084,0,-0.09117481177840381,-0.13395874852280656,-0.11888980330517403,-0.15405567314340027,-0.11242887970055924,1,-0.7437722129070107,-1,8.0,1,1233.1,-0.10590606276002396,125,2,-0.16993981688071808,-1,2,39029,0
-0.11286684661687084,0,-0.09117481177840381,-0.13395874852280656,-0.11888980330517403,-0.15405567314340027,-0.11242887970055924,1,-1.0129467134451666,414,8.0,1,1233.1,-0.9264463557370426,146,2,-0.16993981688071808,8074,3,36324,0
-0.11286684661687084,0,-0.09117481177840381,-0.13395874852280656,-0.11888980330517403,-0.15405567314340027,-0.11242887970055924,1,-0.6764785877724717,403,8.0,1,1233.1,-0.14211363024047824,147,2,-0.16993981688071808,21162,1,40895,0
-0.10109676775901118,1,-0.10189845469363736,-0.6122577821683858,-0.09311565179222933,-0.15405567314340027,-0.11907195831734337,3,0.2656321641110737,9,2.0,1,400.07,-0.009585259541252573,281,2,-0.16539946966695068,45449,4,5242,1
-0.10109676775901118,1,-0.10189845469363736,-0.6122577821683858,-0.09311565179222933,-0.15405567314340027,-0.11907195831734337,3,0.2656321641110737,-1,2.0,1,400.07,-0.7561776449820022,290,2,-0.16539946966695068,4762,4,18464,1
